"business_name","business_type","post","rating","scores","date","local_authority"
"Yasmins Bakery","Retailers - other","TS1 4JE","5","050","2016-09-21","Middlesbrough"
"Yates's","Pub/bar/nightclub","TS1 5AE","5","050","2015-03-31","Middlesbrough"
"Yellow Rose","Pub/bar/nightclub","TS5 6EN","5","500","2016-08-16","Middlesbrough"
"Yum Yum","Restaurant/Cafe/Canteen","TS4 2JS","4","5510","2016-02-24","Middlesbrough"
"Yum Yum Middlesbrough","Takeaway/sandwich shop","TS1 3JB","AwaitingInspection","","","Middlesbrough"
"Zak's News","Retailers - other","TS1 5ET","4","5010","2014-06-24","Middlesbrough"
"Zana's Cakes","Retailers - other","TS5 6AB","AwaitingInspection","","","Middlesbrough"
"Zan's","Retailers - other","TS1 4LA","5","555","2016-05-10","Middlesbrough"
"Zena's Cafe","Restaurant/Cafe/Canteen","TS3 6AH","4","0100","2016-09-26","Middlesbrough"
"Zenerjii","Takeaway/sandwich shop","TS1 2NR","4","1005","2014-11-05","Middlesbrough"
"Zizu's Daycare and Learning Centre","Hospitals/Childcare/Caring Premises","TS1 5EL","5","000","2016-11-01","Middlesbrough"
"100S And Thousands","Retailers - other",NA,"5","555","2014-09-01","Newcastle Upon Tyne"
"1901 Caffe Bistro","Restaurant/Cafe/Canteen","NE2 2SX","5","550","2017-03-17","Newcastle Upon Tyne"
"1st Class Catering","Mobile caterer",NA,"4","0010","2012-08-31","Newcastle Upon Tyne"
"2nd Home","Restaurant/Cafe/Canteen","NE6 5LL","AwaitingInspection","","","Newcastle Upon Tyne"
"7 Star Pizza","Takeaway/sandwich shop","NE6 4QN","AwaitingInspection","","","Newcastle Upon Tyne"
"A & J Quality Meats","Retailers - other","NE1 5QN","4","","2017-04-11","Newcastle Upon Tyne"
"A Little Piece Of Sky","Takeaway/sandwich shop","NE6 5HP","4","5010","2016-08-19","Newcastle Upon Tyne"
"A N Clough","Retailers - other","NE6 5HL","4","0510","2015-03-25","Newcastle Upon Tyne"
"A Taste Of Persia","Restaurant/Cafe/Canteen","NE1 4EE","5","555","2015-07-03","Newcastle Upon Tyne"
"A Taste Of Persia","Restaurant/Cafe/Canteen","NE2 2AJ","1","151020","2017-03-10","Newcastle Upon Tyne"
"A1 Chippy","Takeaway/sandwich shop","NE4 9RX","1","101020","2017-02-21","Newcastle Upon Tyne"
"A1 Chop Suey House","Takeaway/sandwich shop","NE3 3BE","3","101010","2016-01-21","Newcastle Upon Tyne"
"A1 Hot Food","Mobile caterer",NA,"4","0510","2011-12-19","Newcastle Upon Tyne"
"Abbeyfield","Hospitals/Childcare/Caring Premises","NE3 1NH","5","050","2017-03-17","Newcastle Upon Tyne"
"Abbeyfield (Newcastle upon Tyne) Society","Hospitals/Childcare/Caring Premises","NE6 5QE","4","5510","2015-03-27","Newcastle Upon Tyne"
"Abbeyfield (Newcastle Upon Tyne) Society","Hospitals/Childcare/Caring Premises","NE3 4EY","4","0010","2015-03-30","Newcastle Upon Tyne"
"Abbeyfield Residential Care Home","Hospitals/Childcare/Caring Premises","NE3 1RF","5","055","2016-02-26","Newcastle Upon Tyne"
"Abdul's Newburn Tandoori Kitchen","Takeaway/sandwich shop","NE15 8LN","5","050","2013-07-02","Newcastle Upon Tyne"
"Achellos","Restaurant/Cafe/Canteen","NE4 9RX","5","005","2016-10-05","Newcastle Upon Tyne"
"Achy Bakey Heart","Other catering premises",NA,"5","000","2017-04-10","Newcastle Upon Tyne"
"Acropolis","Mobile caterer",NA,"AwaitingInspection","","","Newcastle Upon Tyne"
"Adana Pizza","Takeaway/sandwich shop","NE6 1SD","4","5510","2017-03-30","Newcastle Upon Tyne"
"Adelaide Fish Bar","Takeaway/sandwich shop","NE4 8BB","5","000","2013-12-30","Newcastle Upon Tyne"
"Adelaide News","Retailers - other","NE4 8BD","4","5010","2009-08-04","Newcastle Upon Tyne"
"Adelphi Hotel","Hotel/bed & breakfast/guest house","NE2 2QU","4","5010","2015-03-30","Newcastle Upon Tyne"
"Admiral","Restaurant/Cafe/Canteen","NE6 1DU","4","5510","2016-11-18","Newcastle Upon Tyne"
"Adrianos Deli","Restaurant/Cafe/Canteen","NE2 2DJ","1","101020","2016-06-14","Newcastle Upon Tyne"
"Adrianos Deli","Retailers - other","NE3 1HB","3","51010","2016-03-31","Newcastle Upon Tyne"
"Adrianos Restaurant","Restaurant/Cafe/Canteen","NE3 1HB","2","101510","2015-10-06","Newcastle Upon Tyne"
"Afternoon Crumbs","Mobile caterer","NE5 5HP","AwaitingInspection","","","Newcastle Upon Tyne"
"Age UK At Lincrest Court","Other catering premises","NE5 2LF","5","000","2013-05-08","Newcastle Upon Tyne"
"Ahad Tandoori","Restaurant/Cafe/Canteen","NE3 1HB","4","5510","2012-10-25","Newcastle Upon Tyne"
"Airport Way Filling Station","Retailers - other","NE5 3HX","5","000","2016-09-21","Newcastle Upon Tyne"
"Akbars Restaurant","Restaurant/Cafe/Canteen","NE1 4DP","5","550","2017-03-24","Newcastle Upon Tyne"
"Akenside Traders","Pub/bar/nightclub","NE1 3XP","5","000","2017-02-14","Newcastle Upon Tyne"
"Al Buco","Restaurant/Cafe/Canteen","NE1 7JG","2","15010","2017-01-18","Newcastle Upon Tyne"
"Al Mandi","Restaurant/Cafe/Canteen","NE4 7JL","5","505","2016-03-08","Newcastle Upon Tyne"
"Al Volo Italian Street Food","Restaurant/Cafe/Canteen","NE1 4SN","5","550","2017-01-05","Newcastle Upon Tyne"
"Aldi","Retailers - supermarkets/hypermarkets","NE5 5HD","5","000","2015-03-26","Newcastle Upon Tyne"
"Aldi","Retailers - supermarkets/hypermarkets","NE5 3AB","5","000","2009-06-10","Newcastle Upon Tyne"
"Aldi","Retailers - supermarkets/hypermarkets","NE3 3NB","5","000","2016-05-09","Newcastle Upon Tyne"
"Ali Geez","Takeaway/sandwich shop","NE3 3YL","2","101510","2017-03-01","Newcastle Upon Tyne"
"Ali's Ark","Other catering premises",NA,"AwaitingInspection","","","Newcastle Upon Tyne"
"All Saints Church","Other catering premises","NE3 4ES","5","005","2015-03-27","Newcastle Upon Tyne"
"All Sweet Occasions","Retailers - other",NA,"5","005","2016-08-25","Newcastle Upon Tyne"
"Allan Court Nursing Home","Hospitals/Childcare/Caring Premises","NE15 6RU","5","000","2016-04-11","Newcastle Upon Tyne"
"Allendale House","Hospitals/Childcare/Caring Premises","NE6 2SU","5","000","2015-03-30","Newcastle Upon Tyne"
"Almonds & Raisins","Retailers - other","NE1 5QQ","4","0510","2016-04-25","Newcastle Upon Tyne"
"Alsham Lebanese Restaurant","Restaurant/Cafe/Canteen","NE1 4SG","5","550","2016-10-14","Newcastle Upon Tyne"
"Alvinos","Restaurant/Cafe/Canteen","NE1 6SG","5","000","2016-10-05","Newcastle Upon Tyne"
"Amaysia","Restaurant/Cafe/Canteen","NE1 4XQ","4","10010","2016-02-10","Newcastle Upon Tyne"
"Ameens","Takeaway/sandwich shop","NE1 1UQ","3","101010","2017-02-13","Newcastle Upon Tyne"
"Amma","Restaurant/Cafe/Canteen","NE15 7BD","2","151010","2016-10-05","Newcastle Upon Tyne"
"AMT Coffee","Other catering premises","NE1 5DL","5","050","2015-08-05","Newcastle Upon Tyne"
"Anand","Retailers - other","NE6 5DT","5","500","2017-03-28","Newcastle Upon Tyne"
"Aneesa's","Restaurant/Cafe/Canteen","NE1 2NH","5","550","2017-03-28","Newcastle Upon Tyne"
"Angel Cakes","Other catering premises",NA,"5","005","2014-09-30","Newcastle Upon Tyne"
"Ani-Mag Heavenly Food","Restaurant/Cafe/Canteen","NE6 1DL","5","555","2017-03-28","Newcastle Upon Tyne"
"Ann Bees","Retailers - other",NA,"5","555","2012-05-16","Newcastle Upon Tyne"
"Annes Kitchen At The Vallum","Pub/bar/nightclub","NE15 7RG","1","151520","2016-08-03","Newcastle Upon Tyne"
"Annies Deli And Byker Stove","Takeaway/sandwich shop","NE6 2AL","3","101010","2017-01-16","Newcastle Upon Tyne"
"Antep Pizza","Takeaway/sandwich shop","NE4 8RN","3","101010","2017-02-06","Newcastle Upon Tyne"
"Antico","Restaurant/Cafe/Canteen","NE2 2AE","2","151010","2017-03-29","Newcastle Upon Tyne"
"Any Excuse For Cake","Retailers - other",NA,"5","005","2015-05-01","Newcastle Upon Tyne"
"Apostolic Church Christian Fellowship","Other catering premises","NE2 4LQ","5","555","2015-03-31","Newcastle Upon Tyne"
"Aramark At Bamburgh Kitchen","Restaurant/Cafe/Canteen","NE3 4PL","5","000","2017-02-03","Newcastle Upon Tyne"
"Aramark At Parsons Brinkerhoff Power","Restaurant/Cafe/Canteen","NE4 7YQ","5","000","2013-12-31","Newcastle Upon Tyne"
"Archbishop Runcie First School","School/college/university","NE3 1XD","5","500","2012-02-06","Newcastle Upon Tyne"
"Archibald First School","School/college/university","NE3 1EB","5","000","2014-01-14","Newcastle Upon Tyne"
"Arena Catering","Mobile caterer",NA,"AwaitingInspection","","","Newcastle Upon Tyne"
"Argos Extra","Retailers - other","NE1 7JD","Exempt","","2015-03-31","Newcastle Upon Tyne"
"Arlo","Restaurant/Cafe/Canteen","NE2 3DH","4","5100","2017-03-23","Newcastle Upon Tyne"
"Arta SM","Restaurant/Cafe/Canteen","NE6 1DS","4","5510","2017-03-07","Newcastle Upon Tyne"
"Artisan At The Biscuit Factory","Restaurant/Cafe/Canteen","NE2 1AN","3","10510","2016-03-30","Newcastle Upon Tyne"
"Aryan News","Retailers - other","NE4 9BN","3","101010","2016-09-15","Newcastle Upon Tyne"
"As You Like It - Gastro Pub","Restaurant/Cafe/Canteen","NE2 1DB","5","050","2016-07-05","Newcastle Upon Tyne"
"Asda","Retailers - supermarkets/hypermarkets","NE15 8SH","5","000","2017-03-26","Newcastle Upon Tyne"
"Asda","Retailers - supermarkets/hypermarkets","NE3 3HQ","5","550","2015-03-27","Newcastle Upon Tyne"
"Asda","Retailers - supermarkets/hypermarkets","NE3 5BU","5","005","2015-03-27","Newcastle Upon Tyne"
"Asda","Retailers - supermarkets/hypermarkets","NE4 8BE","5","000","2015-03-27","Newcastle Upon Tyne"
"Asda","Retailers - supermarkets/hypermarkets","NE4 6QA","5","000","2015-03-26","Newcastle Upon Tyne"
"Asda","Retailers - supermarkets/hypermarkets","NE5 2LD","5","000","2013-05-01","Newcastle Upon Tyne"
"Asda","Retailers - supermarkets/hypermarkets","NE6 2UJ","5","000","2017-03-31","Newcastle Upon Tyne"
"Asda Cafe","Restaurant/Cafe/Canteen","NE3 5BU","5","005","2015-03-26","Newcastle Upon Tyne"
"Ashburton Newsagency","Retailers - other","NE3 4XN","5","505","2015-03-30","Newcastle Upon Tyne"
"Ashchem Chemists","Retailers - other","NE15 7HJ","Exempt","","2015-03-25","Newcastle Upon Tyne"
"Ashfield Chinese Takeaway","Takeaway/sandwich shop","NE3 4XL","5","055","2015-02-13","Newcastle Upon Tyne"
"Ashleigh College","Hospitals/Childcare/Caring Premises","NE3 4UX","5","050","2017-03-06","Newcastle Upon Tyne"
"Asian Cuisine","Other catering premises","NE3 2EF","1","101020","2017-03-20","Newcastle Upon Tyne"
"Asian Harvest Foods","Manufacturers/packers","NE13 7BA","5","000","2011-07-21","Newcastle Upon Tyne"
"Ask Italian","Restaurant/Cafe/Canteen","NE1 7AP","5","000","2017-01-17","Newcastle Upon Tyne"
"Assaggi","Restaurant/Cafe/Canteen","NE4 7JL","5","055","2014-08-26","Newcastle Upon Tyne"
"Astell Care","Hospitals/Childcare/Caring Premises","NE6 3BR","5","555","2017-01-27","Newcastle Upon Tyne"
"Atkinson Road Primary Academy","School/college/university","NE4 8XT","5","050","2017-03-31","Newcastle Upon Tyne"
"Audrey Ridden","Retailers - other","NE15 9NS","Exempt","","2015-01-08","Newcastle Upon Tyne"
"Avanti","Restaurant/Cafe/Canteen","NE2 3DH","5","505","2017-03-16","Newcastle Upon Tyne"
"Aveika","Restaurant/Cafe/Canteen","NE1 3AF","AwaitingInspection","","","Newcastle Upon Tyne"
"Avenue Guest House","Hotel/bed & breakfast/guest house","NE2 2LU","4","0010","2012-05-14","Newcastle Upon Tyne"
"Ayesha Sweet House","Retailers - other","NE4 5JT","5","005","2016-09-14","Newcastle Upon Tyne"
"B & M Home Store","Retailers - other","NE6 2UJ","Exempt","","2015-03-27","Newcastle Upon Tyne"
"B \&M Bargains","Retailers - other","NE5 2SG","Exempt","","2013-12-31","Newcastle Upon Tyne"
"Baba","Takeaway/sandwich shop","NE4 9QA","3","101010","2016-09-13","Newcastle Upon Tyne"
"Baba Yaga","Restaurant/Cafe/Canteen","NE4 9JN","3","10510","2016-10-26","Newcastle Upon Tyne"
"Babucho","Restaurant/Cafe/Canteen","NE1 3JA","5","550","2016-11-17","Newcastle Upon Tyne"
"Babylon","Pub/bar/nightclub","NE1 5RG","5","505","2015-03-27","Newcastle Upon Tyne"
"Bacchus","Pub/bar/nightclub","NE1 6BX","1","15020","2017-01-11","Newcastle Upon Tyne"
"Back Home International","Retailers - other","NE4 6AJ","5","005","2016-09-15","Newcastle Upon Tyne"
"Bait","Takeaway/sandwich shop","NE1 4PG","5","555","2016-10-11","Newcastle Upon Tyne"
"Bait","Mobile caterer",NA,"2","151010","2016-05-26","Newcastle Upon Tyne"
"Bake Stuff","Other catering premises",NA,"5","000","2016-04-15","Newcastle Upon Tyne"
"Balmbras","Pub/bar/nightclub","NE1 1EE","5","550","2015-03-27","Newcastle Upon Tyne"
"Balmoral Court","Hospitals/Childcare/Caring Premises","NE6 2DB","4","0105","2017-03-07","Newcastle Upon Tyne"
"Balmoral Wines","Retailers - other","NE6 5XS","3","51010","2013-12-27","Newcastle Upon Tyne"
"Bambu","Pub/bar/nightclub","NE1 1UW","5","555","2013-05-07","Newcastle Upon Tyne"
"Bangla Bazaar","Retailers - other","NE4 6JY","0","152030","2017-03-14","Newcastle Upon Tyne"
"Baobab Bakery","Restaurant/Cafe/Canteen","NE6 5QU","4","5105","2016-03-31","Newcastle Upon Tyne"
"Baps Sandwiches","Takeaway/sandwich shop","NE1 6SF","5","505","2015-06-05","Newcastle Upon Tyne"
"Baptist Church","Other catering premises","NE4 9PR","5","500","2016-03-14","Newcastle Upon Tyne"
"Bar 11","Pub/bar/nightclub","NE13 8BZ","5","000","2016-08-17","Newcastle Upon Tyne"
"Bar Bannatyne","Pub/bar/nightclub","NE1 5TG","5","500","2016-10-27","Newcastle Upon Tyne"
"Bar Loco","Restaurant/Cafe/Canteen","NE1 4PG","3","101010","2017-03-22","Newcastle Upon Tyne"
"Bar Luga","Pub/bar/nightclub","NE1 6EE","5","500","2016-03-03","Newcastle Upon Tyne"
"Bar Thirty Eight","Pub/bar/nightclub","NE1 3AE","4","0010","2012-05-09","Newcastle Upon Tyne"
"Barca","Pub/bar/nightclub","NE3 1HD","4","0510","2016-03-25","Newcastle Upon Tyne"
"Barfoot \& Walker","Restaurant/Cafe/Canteen","NE2 4RP","5","505","2015-06-25","Newcastle Upon Tyne"
"Bargain Booze","Retailers - other","NE15 9EB","4","0105","2017-03-28","Newcastle Upon Tyne"
"Bargain Booze At Finlays","Retailers - other","NE3 3RX","Exempt","","2015-03-30","Newcastle Upon Tyne"
"Bargain Buys","Retailers - other","NE1 5PY","5","000","2015-03-27","Newcastle Upon Tyne"
"Bargain Essentials","Retailers - other","NE6 1DP","AwaitingInspection","","","Newcastle Upon Tyne"
"Barnardo's Nursery @ St Martins Centre","Hospitals/Childcare/Caring Premises","NE6 2RJ","5","000","2015-03-30","Newcastle Upon Tyne"
"Barndrres","Retailers - other","NE4 8XR","5","000","2017-02-08","Newcastle Upon Tyne"
"Basillico","Restaurant/Cafe/Canteen","NE3 4AA","5","055","2017-03-27","Newcastle Upon Tyne"
"Bassi General Dealer","Retailers - other","NE6 4HA","4","0010","2015-03-02","Newcastle Upon Tyne"
"Bassi General Dealer And Off Licence","Retailers - other","NE6 3EQ","5","000","2017-03-28","Newcastle Upon Tyne"
"Battlefield Stores","Retailers - other","NE1 2JE","5","000","2015-03-09","Newcastle Upon Tyne"
"BaxterStorey At British Airways","Restaurant/Cafe/Canteen","NE4 7YA","5","050","2017-03-28","Newcastle Upon Tyne"
"Baxterstorey At Cafe One","Restaurant/Cafe/Canteen","NE15 8NY","5","000","2013-12-31","Newcastle Upon Tyne"
"Baxterstorey At Carillion Energy Services","Restaurant/Cafe/Canteen","NE3 3AF","5","050","2017-03-02","Newcastle Upon Tyne"
"Baxterstorey At Environment Agency","Restaurant/Cafe/Canteen","NE4 7AR","5","000","2017-03-20","Newcastle Upon Tyne"
"Baxterstorey At Sage","Restaurant/Cafe/Canteen","NE13 9AA","5","000","2016-10-12","Newcastle Upon Tyne"
"BB Cakes'n Cookies","Retailers - other",NA,"5","005","2014-09-29","Newcastle Upon Tyne"
"Bealim House","Pub/bar/nightclub","NE1 4SG","5","055","2016-09-28","Newcastle Upon Tyne"
"Bear & Natural Kitchen","Restaurant/Cafe/Canteen","NE6 1SB","3","51010","2017-01-11","Newcastle Upon Tyne"
"Bear Grills","Mobile caterer",NA,"4","5510","2016-01-25","Newcastle Upon Tyne"
"Bedeburn","Hospitals/Childcare/Caring Premises","NE5 4JQ","5","505","2016-01-28","Newcastle Upon Tyne"
"Beech Hill Primary School","School/college/university","NE5 2LW","5","555","2016-01-29","Newcastle Upon Tyne"
"Beer And Food Discount Centre","Retailers - other","NE6 2QX","1","101020","2016-10-24","Newcastle Upon Tyne"
"Beirut Lounge","Restaurant/Cafe/Canteen","NE6 1SA","4","5510","2016-07-21","Newcastle Upon Tyne"
"Bella Italia","Restaurant/Cafe/Canteen","NE1 7AP","5","500","2016-11-24","Newcastle Upon Tyne"
"Belle Vue Nursing And Residential Home","Hospitals/Childcare/Caring Premises","NE6 5SX","5","000","2016-03-11","Newcastle Upon Tyne"
"Belvedere House Day Centre Kitchen","Other catering premises","NE6 1XQ","4","0010","2015-03-30","Newcastle Upon Tyne"
"Benfield School","School/college/university","NE6 4NU","5","050","2013-06-13","Newcastle Upon Tyne"
"Bengal Curry Centre","Takeaway/sandwich shop","NE6 5XL","5","505","2013-12-30","Newcastle Upon Tyne"
"Benny's ""Toon"" Macaroons","Other catering premises",NA,"5","005","2014-07-02","Newcastle Upon Tyne"
"Ben's Butter","Other catering premises",NA,"AwaitingInspection","","","Newcastle Upon Tyne"
"Bentinck Sports & Social Club","Pub/bar/nightclub","NE4 6UR","4","5510","2012-08-16","Newcastle Upon Tyne"
"Bentley's Cafe","Restaurant/Cafe/Canteen","NE4 6UL","5","005","2014-06-19","Newcastle Upon Tyne"
"Benton Park Primary School","School/college/university","NE7 7SS","5","000","2013-06-24","Newcastle Upon Tyne"
"Benwell Bargains","Retailers - other","NE4 8BB","4","0100","2015-03-26","Newcastle Upon Tyne"
"Benwell Hill Cricket Club","Pub/bar/nightclub","NE15 7EU","5","005","2015-03-27","Newcastle Upon Tyne"
"Benwell Post Office","Retailers - other","NE4 8BN","5","000","2017-02-07","Newcastle Upon Tyne"
"Benwell Takeaway","Takeaway/sandwich shop","NE4 9JP","3","101010","2016-02-22","Newcastle Upon Tyne"
"Berry & Bean","Mobile caterer",NA,"AwaitingInspection","","","Newcastle Upon Tyne"
"Bespoke By S&J","Other catering premises",NA,"AwaitingInspection","","","Newcastle Upon Tyne"
"Best Of British Cafe","Restaurant/Cafe/Canteen","NE6 3PN","3","10510","2016-02-29","Newcastle Upon Tyne"
"Best Of The West","Retailers - other","NE4 9QB","2","15510","2016-09-15","Newcastle Upon Tyne"
"Best One","Retailers - other","NE4 9QD","4","0510","2015-03-30","Newcastle Upon Tyne"
"Best One","Retailers - other","NE5 2ER","4","5510","2016-10-12","Newcastle Upon Tyne"
"Best One (Walker Gate Post Office)","Retailers - other","NE6 4QP","1","101020","2016-01-26","Newcastle Upon Tyne"
"Best Western Ryokan Hotel","Restaurant/Cafe/Canteen","NE4 6NU","4","5105","2016-01-23","Newcastle Upon Tyne"
"Betta Coffee Corner","Restaurant/Cafe/Canteen","NE4 9LG","5","500","2016-11-09","Newcastle Upon Tyne"
"Bev's Buffet","Takeaway/sandwich shop","NE1 3LA","5","505","2017-02-10","Newcastle Upon Tyne"
"Beyond Bar, Grill And Piano Bar","Pub/bar/nightclub","NE1 5TG","3","10105","2016-10-11","Newcastle Upon Tyne"
"Bhaker Convenience Store","Retailers - other","NE15 9EB","4","0010","2013-06-25","Newcastle Upon Tyne"
"Bhandals","Retailers - other","NE6 3JX","1","01520","2015-06-24","Newcastle Upon Tyne"
"Bibi's Beautiful Food Co","Takeaway/sandwich shop","NE6 5LY","5","555","2016-03-02","Newcastle Upon Tyne"
"Bierex Smoke And Tap Bar","Pub/bar/nightclub","NE1 6SG","5","505","2016-12-14","Newcastle Upon Tyne"
"Big Mussel","Restaurant/Cafe/Canteen","NE1 3JE","5","555","2016-03-03","Newcastle Upon Tyne"
"Bigg Market Chippy","Takeaway/sandwich shop","NE1 1UN","3","101010","2016-01-20","Newcastle Upon Tyne"
